name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,map_url
Enaque surabaya. Menjual aneka kue basah di surabaya,"permai No.22 blok L, Bendul Merisi, Kec. Wonocolo, Surabaya, Jawa Timur 60239",,0815-5955-3626,1,5.0,-7.2505018,112.6206815,"https://www.google.com/maps/place/Enaque+surabaya.+Menjual+aneka+kue+basah+di+surabaya/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb7f3fb1b453:0x2166fbb4cda8fb08!8m2!3d-7.3047986!4d112.7494013!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11j1cbscfn?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Amalia Bakery & Cake,"Jl. Tidar No.326A, Tembok Dukuh, Kec. Bubutan, Surabaya, Jawa Timur 60251",,(031) 5462252,37,4.1,-7.2505018,112.6206815,"https://www.google.com/maps/place/Amalia+Bakery+%26+Cake/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f94fcb4da00b:0xa93b86a182b72e2c!8m2!3d-7.255701!4d112.717921!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1pzwzqdn9?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
DE MELL'S BAKERY,"Jl. Dharmahusada No.121, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",,(031) 5942428,268,4.5,-7.2505018,112.6206815,"https://www.google.com/maps/place/DE+MELL'S+BAKERY/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fa2a722d7423:0xd0916d5f334b6bcb!8m2!3d-7.2661672!4d112.7672024!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11b76jmqfr?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Bakery Tenggilis,"Jl. Tenggilis Timur IV No.8, Kendangsari, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60292",tenggilisbakery.com,(031) 8491050,129,4.6,-7.2505018,112.6206815,"https://www.google.com/maps/place/Bakery+Tenggilis/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb19867edbbf:0x49c638494583f3f6!8m2!3d-7.3219754!4d112.7534131!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11bycg_qfd?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Boxbake's,"Jl. Tambaksari No.8 Cc, Tambaksari, Kec. Tambaksari, Surabaya, Jawa Timur 60136",,0851-0600-1130,87,4.8,-7.2505018,112.6206815,"https://www.google.com/maps/place/Boxbake's/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f970e21dad19:0x46c92c78d8c08768!8m2!3d-7.2528964!4d112.7549888!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11gdlw55_n?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Rumah Kue Mentari,"Jl. Dukuh Gogor 5 No.32, Jajar Tunggal, Kec. Wiyung, Surabaya, Jawa Timur 60229",,0822-4442-5077,16,5.0,-7.2505018,112.6206815,"https://www.google.com/maps/place/Rumah+Kue+Mentari/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fc86d6affaa3:0x6826edbfafdbe608!8m2!3d-7.3114279!4d112.7078888!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11c5sck7lh?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
SBCo (Surabaya Baking Company),"JW Marriott Hotel, Jl. Embong Malang No.85-89, Kedungdoro, Tegalsari, Surabaya, East Java 60261",marriott.com,0811-3529-279,88,4.9,-7.2505018,112.6206815,"https://www.google.com/maps/place/SBCo+(Surabaya+Baking+Company)/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f95cf4375601:0xa9d85cec49b591c8!8m2!3d-7.2596186!4d112.7345139!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBGRlbGmaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkhhelpJVVVkbkVBReABAPoBBAgAEC8!16s%2Fg%2F11jvqt21p4?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kampoeng Roti - Soka,"Jl. Soka No.21B, Tambaksari, Kec. Tambaksari, Surabaya, Jawa Timur 60136",kampoengroti.com,(031) 5057507,1017,4.5,-7.2505018,112.6206815,"https://www.google.com/maps/place/Kampoeng+Roti+-+Soka/@-7.2505018,112.6206815,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f970f36a17e1:0x142b2353a2a1075b!8m2!3d-7.2548513!4d112.7543285!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11c0pxtl0m?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Momoiro - Pakuwon Mall Surabaya,"Level B1, Pakuwon Mall, Jl. Mayjend. Jonosewojo, Babatan, Wiyung, Surabaya, East Java 60227",,0813-2971-3566,15,3.7,-7.2892488,112.5317408,"https://www.google.com/maps/place/Momoiro+-+Pakuwon+Mall+Surabaya/@-7.2892488,112.5317408,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fdda36331e1f:0xcc4c6aede5f8b385!8m2!3d-7.2892488!4d112.6759364!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11h_f62n5s?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Toko Roti & Kue KASCO,"Jl. Ngagel Tama Utara IV No.14, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",,(031) 5021686,17,4.8,-7.2885881,112.6126678,"https://www.google.com/maps/place/Toko+Roti+%26+Kue+KASCO/@-7.2885881,112.6126678,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbad9d46bc65:0xcab0a6828aee63da!8m2!3d-7.2885881!4d112.7568634!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBC3Bhc3RyeV9zaG9w4AEA!16s%2Fg%2F1hm3qfbw2?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Lapis Kukus Pahlawan Gubeng 1 - Oleh oleh khas Surabaya,"Stasiun Gubeng, Jl. Gubeng Masjid No.1, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131",lapispahlawan.co.id,0811-1169-530,1390,5.0,-7.2885881,112.6126678,"https://www.google.com/maps/place/Lapis+Kukus+Pahlawan+Gubeng+1+-+Oleh+oleh+khas+Surabaya/@-7.2885881,112.6126678,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f973090859d9:0x8b90f651bee2f797!8m2!3d-7.2649374!4d112.7527019!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11khs31vcq?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Malica Cake Spiku dan Lapis Legit,"Jalan Lebak Arum Gang 2 No. 61, Gading, Tambaksari, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134",malicacake.co.id,(031) 3810120,48,4.8,-7.2885881,112.6126678,"https://www.google.com/maps/place/Malica+Cake+Spiku+dan+Lapis+Legit/@-7.2885881,112.6126678,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f997aaaaaaab:0x6d8565f20ec34f9a!8m2!3d-7.2491304!4d112.7797936!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11ggk4jpf3?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Toko Bahan Kue dan Roti ""SURYA KENCANA""","Jl. Kapas Krampung No.104, Ploso, Kec. Tambaksari, Surabaya, Jawa Timur 60135",,,181,4.4,-7.2885881,112.6126678,"https://www.google.com/maps/place/Toko+Bahan+Kue+dan+Roti+%22SURYA+KENCANA%22/@-7.2885881,112.6126678,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9744b16aba9:0xfb4ab550e393f37e!8m2!3d-7.2493812!4d112.7598058!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBE2Jha2luZ19zdXBwbHlfc3RvcmXgAQA!16s%2Fg%2F11cjvflrqy?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
DEVY CAKE & COOKIES,"PONDOK BENOWO INDAH Blok AP no 5, Jl. Pd. Benowo Indah No.5, RT.4 / Rw/RW.9, Babat Jerawat, Kec. Pakal, Surabaya, Jawa Timur 60197",wa.me,0898-3716-245,19,4.8,-7.2361399,112.4826178,"https://www.google.com/maps/place/DEVY+CAKE+%26+COOKIES/@-7.2361399,112.4826178,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7ff3c1576a105:0x430440fc92fd2ced!8m2!3d-7.2361399!4d112.6268134!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11f635dp6k?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Custom Cake Murah Surabaya | Kue tart | Bento cake,"Jl. Kedung Turi 4 No.16, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",,0858-5166-8541,3,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Custom+Cake+Murah+Surabaya+%7C+Kue+tart+%7C+Bento+cake/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f96a57f051c3:0x287351656f4ee3eb!8m2!3d-7.2610429!4d112.7356613!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11t8xh4gw1?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Hevn Cake,"2, Jl. Kertajaya No.46, Airlangga, Gubeng, Surabaya, East Java 60281",hevncake.com,0812-3462-6970,17,4.8,-7.2610429,112.5914657,"https://www.google.com/maps/place/Hevn+Cake/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbe77707eae9:0x4982fd6a8c41691e!8m2!3d-7.2778323!4d112.7522051!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11t29wvt0p?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Toko Kue & Pia Gaya Bali,"Jl. Kembang Jepun No.14, Nyamplungan, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60162",,(031) 3540371,24,4.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Toko+Kue+%26+Pia+Gaya+Bali/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f917393ff811:0x2937dcec53e8bf7d!8m2!3d-7.2381162!4d112.7440644!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hm1wcd9q?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
KUE TART AINIE SURABAYA,"Jl. Mulyorejo Pertanian I No.6, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115",instagram.com,0838-4915-3565,7,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/KUE+TART+AINIE+SURABAYA/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb8f58e000b3:0x896084c7d72c3097!8m2!3d-7.2658251!4d112.7803991!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11h0zbfs8g?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Yummybun Surabaya,"Jl. Ngagel Jaya No.93, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",,0856-0718-4011,4,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Yummybun+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb640ecc74e3:0x94efc517c80cb9aa!8m2!3d-7.2930292!4d112.7554955!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11fst0qvqp?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Oleh-oleh Khas Surabaya Kue Lapis Surabaya,"Jl. Simo Pomahan Baru Bar. No.20, Simomulyo, Kec. Sukomanunggal, Surabaya, Jawa Timur 60281",,0821-1458-4104,11,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Oleh-oleh+Khas+Surabaya+Kue+Lapis+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7feafb3b41b1b:0xa5838454c53d53bb!8m2!3d-7.2604831!4d112.7061632!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11f3qxpj6z?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
toko kue surabaya,"Jl. Diponegoro No.133, Darmo, Kec. Wonokromo, Surabaya, Jawa Timur 61257",,0851-0189-0995,1,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/toko+kue+surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fbeb7f7c0015:0x462991e8a38b5820!8m2!3d-7.285048!4d112.733299!15sChF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11ggs4cj3f?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Omah Kue Surabaya,"Villa, X, Blk. J Jl. Kalijudan Indah No.7, Kalijudan, Mulyorejo, Surabaya, East Java 60114",,0819-3816-8516,2,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Omah+Kue+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9da87098293:0xafe82ed4291277dc!8m2!3d-7.2603354!4d112.7779728!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11qqgb3nwl?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Akhira Cakes Surabaya,"Jl. Dupak Baru II No.61-A, Jepara, Kec. Bubutan, Surabaya, Jawa Timur 60171",,0878-4511-6412,11,4.3,-7.2610429,112.5914657,"https://www.google.com/maps/place/Akhira+Cakes+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f931532306bb:0x168d17920e3bf8de!8m2!3d-7.2427879!4d112.7216939!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11c713sck_?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
DIAH COOKIES,"A (masuknya dari, Jl. Ketandan, Baru II Jl. Kebangsren VI No.6, Genteng, Kec. Genteng, Surabaya, Jawa Timur 60275",,0877-8714-6316,95,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/DIAH+COOKIES/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f95ce1cfa379:0x2ac23f525d7860cf!8m2!3d-7.2585758!4d112.7361285!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBC3Bhc3RyeV9zaG9w4AEA!16s%2Fg%2F11ggs876w8?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Dea Kue Surabaya,"Jl. Gadel Tengah II No.7, Karangpoh, Kec. Tandes, Surabaya, Jawa Timur 60188",,0857-8466-2591,3,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Dea+Kue+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fda5a4705b35:0x684f822d09c92b27!8m2!3d-7.271185!4d112.6769768!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11j13jvnhn?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Holland Bakery - Promenade MERR,"Ruko Promenade, Jl. Dr. Ir. H. Soekarno, Kedung Baruk, Rungkut, Surabaya, East Java 60298",hollandbakery.co.id,0877-5868-06811,324,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Holland+Bakery+-+Promenade+MERR/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb411cd38b0f:0x82090d3ac9b81245!8m2!3d-7.3156163!4d112.781391!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11fhr0f7q3?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Catharina Cake & Bakery,"Vila Bukit Mas RN No.9, Jl. KH Abdul Wahab Siamin Surabaya, Dukuh Kupang, Kec. Dukuhpakis, Surabaya, Jawa Timur 60225",,(031) 5671375,6,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Catharina+Cake+%26+Bakery/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fc71127400d1:0x7041864b89232371!8m2!3d-7.289386!4d112.7066!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11b6b9s6hq?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Glory Bakery Surabaya,"Jl. Simokerto No.59, Simokerto, Kec. Simokerto, Surabaya, Jawa Timur 60143",,0812-3009-619,38,4.8,-7.2610429,112.5914657,"https://www.google.com/maps/place/Glory+Bakery+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f90f00d44bf5:0x336cdb6fc71b6838!8m2!3d-7.2379495!4d112.7539157!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11hd9lpl9t?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Tous Les Jours - Tunjungan Plaza 3,"Tunjungan Plaza, Jl. Basuki Rahmat No.8-12 III Lantai G, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur 60261",instagram.com,(031) 99242639,91,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/Tous+Les+Jours+-+Tunjungan+Plaza+3/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f98d93c0203b:0xfc37d1fab5fc6b5a!8m2!3d-7.2631036!4d112.7392199!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11qnp7_c38?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Pudding Sekisah Surabaya Dharmahusada,"Jl. Raya Dharma Husada Indah No.69A, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115",instagram.com,0813-3102-2147,157,5.0,-7.2610429,112.5914657,"https://www.google.com/maps/place/Pudding+Sekisah+Surabaya+Dharmahusada/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fb9c2394d6c7:0x9c41ca44ab4d8e39!8m2!3d-7.2745539!4d112.7732018!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11rgt5w_b8?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Pia Sari Murni,"Jl. Kembang Jepun No.34, Nyamplungan, Kec. Pabean Cantikan, Surabaya, Jawa Timur 60162",instagram.com,(031) 99097519,38,4.4,-7.2610429,112.5914657,"https://www.google.com/maps/place/Pia+Sari+Murni/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f917155ec9eb:0x4235e3e2015b76d7!8m2!3d-7.2379249!4d112.743491!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hm3mpgb0?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Spika Spiku,"Kapasan, Kec. Simokerto, Surabaya, Jawa Timur 60141",instagram.com,0851-0212-7533,47,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Spika+Spiku/@-7.2610429,112.5914657,12z/data=!3m1!5s0x2dd7f9110362f3e7:0x9466b3696a896ff5!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f911ba4bfea1:0x74c0ee7064e39850!8m2!3d-7.2393087!4d112.7473783!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F1hd_47krb?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Yunica's Cake,"Jl. Bronggalan II E No.25, RT.003/RW.10, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60132",yunicacakes.com,0821-4080-5300,6,3.3,-7.2610429,112.5914657,"https://www.google.com/maps/place/Yunica's+Cake/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9844e3d966d:0x75cba15db386de04!8m2!3d-7.258991!4d112.770924!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hdztv9tk?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
DOUGH LAB - Tunjungan Plaza 4,"Tunjungan Plaza, Kedungdoro, Kec. Tegalsari, Surabaya, Jawa Timur",doughlab.com,0821-2548-3859,248,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/DOUGH+LAB+-+Tunjungan+Plaza+4/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f9fc741d3bd9:0x56c24629f50b2383!8m2!3d-7.2622464!4d112.7388568!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F11t7zgbkhy?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Kue Bikang Peneleh,"Jl. Peneleh No.32-34, Peneleh, Kec. Genteng, Surabaya, Jawa Timur 60274",,(031) 5483051,27,4.7,-7.2610429,112.5914657,"https://www.google.com/maps/place/Kue+Bikang+Peneleh/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7f941f1ac7feb:0xd4fcdc2737f110eb!8m2!3d-7.2515306!4d112.7381454!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBCWNha2Vfc2hvcOABAA!16s%2Fg%2F1hm5prqly?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
Amanah Cake Surabaya,"Jl. Bumi Sari Praja Selatan II No.3, Gadel, Kec. Tandes, Surabaya, Jawa Timur 60216",,0878-5501-0207,2,4.5,-7.2610429,112.5914657,"https://www.google.com/maps/place/Amanah+Cake+Surabaya/@-7.2610429,112.5914657,12z/data=!4m11!1m3!2m2!1stoko+kue+surabaya!6e5!3m6!1s0x2dd7fba6c1f0eeff:0x3181d0d420e99556!8m2!3d-7.2675332!4d112.6743797!15sChF0b2tvIGt1ZSBzdXJhYmF5YVoTIhF0b2tvIGt1ZSBzdXJhYmF5YZIBBmJha2VyeeABAA!16s%2Fg%2F11fs9plx6x?entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
